"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
27174,"Acacia SP","27/10/2011 09:34","Medio (4 - 8 mts)",130,"Grande",-68.8387551665,-32.890701371,3,"Parque O'Higgins",1531146.02653,0,"alto"
27711,"Fresno europeo","01/11/2011 11:26","Medio (4 - 8 mts)",68,"Grande",-68.8365485709,-32.8951693607,2,"Barrio Civico",2366816.36021,0,"medio"
36186,"Fresno europeo","31/03/2011 10:07","Muy bajo (1 - 2 mts)",8,"Chico",-68.8564314335,-32.8773632634,6,"Residencial Norte",2694682.37982,0,"bajo"
26907,"Fresno europeo","28/10/2011 16:33","Alto (> 8 mts)",180,"Grande",-68.8368705918,-32.886599386,3,"Parque O'Higgins",1531146.02653,0,"muy alto"
45952,"Fresno europeo","24/08/2011 13:49","Bajo (2 - 4 mts)",30,"Mediano",-68.8190297864,-32.86979448,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
14501,"Morera","30/11/2011 17:40","Bajo (2 - 4 mts)",44,"Mediano",-68.8791182133,-32.866269955,8,"Aeroparque",2203364.73622,0,"bajo"
18694,"Morera","04/07/2011 11:25","Alto (> 8 mts)",93,"Grande",-68.8355210175,-32.8736586873,4,"Cuarta Oeste",1173332.70145,1,"medio"
41932,"Fresno europeo","20/04/2011 09:24","Medio (4 - 8 mts)",84,"Grande",-68.8377962114,-32.8790740728,1,"Parque Central",1655357.93265,0,"medio"
46976,"lamo blanco","08/09/2011 15:01","Alto (> 8 mts)",180,"Grande",-68.8305785557,-32.8716559951,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
23462,"Fresno europeo","24/01/2011 15:18","Medio (4 - 8 mts)",92,"Grande",-68.8491692292,-32.901590767,2,"Barrio Civico",2366816.36021,0,"medio"
413,"Fresno americano","06/03/2012 12:38","Medio (4 - 8 mts)",120,"Grande",-68.8185999883,-32.8672860017,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
45329,"Olmo comun","16/09/2011 11:55","Medio (4 - 8 mts)",110,"Grande",-68.8243653676,-32.8722310183,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
32077,"Morera","08/06/2011 09:23","Alto (> 8 mts)",150,"Grande",-68.8593617928,-32.8870540124,5,"Residencial Sur",2423808.92355,0,"alto"
13134,"Paraiso sombrilla","17/02/2011 12:02","Medio (4 - 8 mts)",80,"Grande",-68.8458630209,-32.8649597723,4,"Cuarta Oeste",1173332.70145,0,"medio"
34836,"Pltano","30/03/2011 09:31","Alto (> 8 mts)",225,"Grande",-68.8521892493,-32.8767272937,6,"Residencial Norte",2694682.37982,0,"muy alto"
38178,"Olmo bola","20/10/2010 13:51","Medio (4 - 8 mts)",170,"Grande",-68.8453070834,-32.8706313809,6,"Residencial Norte",2694682.37982,0,"muy alto"
26641,"Olmo comun","02/11/2011 09:54","Medio (4 - 8 mts)",123,"Grande",-68.8339181093,-32.8911357873,3,"Parque O'Higgins",1531146.02653,0,"alto"
9593,"Morera","28/01/2011 12:14","Medio (4 - 8 mts)",32,"Mediano",-68.850542227,-32.8646596344,6,"Residencial Norte",2694682.37982,0,"bajo"
32761,"Fresno americano","17/05/2011 09:18","Bajo (2 - 4 mts)",60,"Mediano",-68.8524737235,-32.886034829,5,"Residencial Sur",2423808.92355,0,"medio"
33747,"Morera","12/05/2011 11:47","Medio (4 - 8 mts)",130,"Grande",-68.857020293,-32.8861724933,5,"Residencial Sur",2423808.92355,0,"alto"
32903,"Paraiso","19/05/2011 12:42","Medio (4 - 8 mts)",120,"Grande",-68.8494676953,-32.8865872177,5,"Residencial Sur",2423808.92355,0,"alto"
21638,"Paraiso","10/06/2011 09:03","Alto (> 8 mts)",180,"Grande",-68.8543358515,-32.8966448948,5,"Residencial Sur",2423808.92355,0,"muy alto"
46961,"lamo blanco","09/09/2011 09:26","Alto (> 8 mts)",125,"Grande",-68.830894967,-32.8708733182,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
3119,"Fresno europeo","15/09/2011 10:17","Alto (> 8 mts)",52,"Mediano",-68.8296264947,-32.8729818511,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
3345,"Acer","27/09/2011 12:18","Medio (4 - 8 mts)",95,"Grande",-68.8262294983,-32.8756686133,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
26490,"Fresno europeo","09/11/2011 09:15","Medio (4 - 8 mts)",80,"Grande",-68.8322634855,-32.8926660028,3,"Parque O'Higgins",1531146.02653,0,"medio"
6997,"Ailanthus","01/06/2011 12:19","Medio (4 - 8 mts)",40,"Mediano",-68.8630053623,-32.8959895521,5,"Residencial Sur",2423808.92355,1,"bajo"
12238,"Morera","18/01/2011 11:57","Alto (> 8 mts)",190,"Grande",-68.8457545679,-32.8672237668,4,"Cuarta Oeste",1173332.70145,0,"muy alto"
12458,"Morera","24/01/2011 14:11","Alto (> 8 mts)",190,"Grande",-68.848941681,-32.8671643595,6,"Residencial Norte",2694682.37982,0,"muy alto"
43804,"Fresno europeo","18/10/2011 16:25","Bajo (2 - 4 mts)",24,"Mediano",-68.8319275246,-32.882502585,3,"Parque O'Higgins",1531146.02653,0,"bajo"
12245,"Paraiso","14/01/2011 13:29","Alto (> 8 mts)",190,"Grande",-68.8459824316,-32.8675521527,4,"Cuarta Oeste",1173332.70145,0,"muy alto"
23825,"Paraiso","26/01/2011 16:46","Alto (> 8 mts)",108,"Grande",-68.8503294578,-32.9013273069,2,"Barrio Civico",2366816.36021,0,"medio"
40516,"Pltano","12/04/2011 10:26","Alto (> 8 mts)",150,"Grande",-68.8441356263,-32.8833692316,1,"Parque Central",1655357.93265,0,"alto"
34392,"Morera","23/03/2011 13:27","Alto (> 8 mts)",200,"Grande",-68.8505376381,-32.8752485525,6,"Residencial Norte",2694682.37982,1,"muy alto"
9451,"Morera","09/02/2011 13:25","Alto (> 8 mts)",85,"Grande",-68.8584240285,-32.866007981,6,"Residencial Norte",2694682.37982,0,"medio"
35071,"Fresno europeo","22/03/2011 09:59","Alto (> 8 mts)",103,"Grande",-68.8550333166,-32.879902198,6,"Residencial Norte",2694682.37982,0,"medio"
21214,"Fresno europeo","10/05/2011 10:46","Medio (4 - 8 mts)",29,"Mediano",-68.8515551198,-32.8947944875,5,"Residencial Sur",2423808.92355,0,"bajo"
16037,"Paraiso","15/08/2011 14:12","Alto (> 8 mts)",155,"Grande",-68.8455763472,-32.8722324012,6,"Residencial Norte",2694682.37982,0,"alto"
15816,"Paraiso sombrilla","21/11/2011 16:30","Medio (4 - 8 mts)",100,"Grande",-68.873279068,-32.877966387,7,"Residencial Parque",1786336.08966,0,"medio"
13293,"Acer","23/02/2011 10:13","Alto (> 8 mts)",114,"Grande",-68.8483365436,-32.8650421328,6,"Residencial Norte",2694682.37982,0,"alto"
33821,"Acacia visco","12/05/2011 12:11","Alto (> 8 mts)",130,"Grande",-68.8550991655,-32.8856909272,5,"Residencial Sur",2423808.92355,0,"alto"
31437,"Fresno europeo","14/07/2011 09:12","Alto (> 8 mts)",190,"Grande",-68.8489473185,-32.8851364113,1,"Parque Central",1655357.93265,0,"muy alto"
44268,"Pltano","13/10/2011 10:50","Alto (> 8 mts)",190,"Grande",-68.8352674701,-32.8846846156,3,"Parque O'Higgins",1531146.02653,1,"muy alto"
18941,"Paraiso","01/08/2011 09:46","Alto (> 8 mts)",118,"Grande",-68.8410370447,-32.8699158397,4,"Cuarta Oeste",1173332.70145,0,"alto"
2942,"Morera","21/09/2011 09:11","Alto (> 8 mts)",140,"Grande",-68.8290692832,-32.8731254322,4,"Cuarta Este Área Fundacional",1822015.85685,1,"alto"
12191,"Paraiso","19/01/2011 11:02","Alto (> 8 mts)",189,"Grande",-68.8461101793,-32.8678369596,6,"Residencial Norte",2694682.37982,0,"muy alto"
47776,"Fresno europeo","15/09/2011 13:25","Alto (> 8 mts)",60,"Mediano",-68.8275696442,-32.8728857777,4,"Cuarta Este Área Fundacional",1822015.85685,0,"medio"
7391,"Morera","12/05/2011 12:19","Alto (> 8 mts)",104,"Grande",-68.8541255055,-32.9003629912,5,"Residencial Sur",2423808.92355,1,"medio"
22347,"Morera","17/06/2011 10:21","Bajo (2 - 4 mts)",50,"Mediano",-68.8583471998,-32.8992620572,5,"Residencial Sur",2423808.92355,0,"bajo"
5377,"lamo blanco","25/04/2011 09:31","Medio (4 - 8 mts)",100,"Grande",-68.8449627447,-32.8770283185,1,"Parque Central",1655357.93265,0,"medio"
3221,"Prunas","23/09/2011 09:05","Bajo (2 - 4 mts)",25,"Mediano",-68.8205770473,-32.8715435684,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
13259,"Morera","22/02/2011 12:59","Bajo (2 - 4 mts)",42,"Mediano",-68.8471100158,-32.8656693188,6,"Residencial Norte",2694682.37982,0,"bajo"
15484,"Paraiso sombrilla","21/11/2011 13:04","Bajo (2 - 4 mts)",33,"Mediano",-68.8601834041,-32.8718286191,7,"Residencial Parque",1786336.08966,0,"bajo"
29156,"Morera","10/03/2011 12:34","Alto (> 8 mts)",180,"Grande",-68.8468368399,-32.8891690785,2,"Barrio Civico",2366816.36021,1,"muy alto"
21321,"Morera","15/06/2011 11:56","Alto (> 8 mts)",145,"Grande",-68.8539535184,-32.8991829891,5,"Residencial Sur",2423808.92355,1,"alto"
28693,"Morera","01/03/2011 12:37","Alto (> 8 mts)",160,"Grande",-68.846383419,-32.8905725139,2,"Barrio Civico",2366816.36021,0,"muy alto"
45929,"Morera","25/08/2011 13:17","Medio (4 - 8 mts)",163,"Grande",-68.8194499908,-32.8695092123,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
63,"Fresno europeo","05/03/2012 10:40","Bajo (2 - 4 mts)",22,"Mediano",-68.8566640973,-32.8965521495,5,"Residencial Sur",2423808.92355,0,"bajo"
45802,"Fresno europeo","01/09/2011 11:04","Medio (4 - 8 mts)",120,"Grande",-68.8192679871,-32.870403328,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
3758,"Fresno europeo","29/08/2011 11:42","Medio (4 - 8 mts)",30,"Mediano",-68.8183474659,-32.8698210757,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
21456,"Morera","12/05/2011 09:55","Alto (> 8 mts)",115,"Grande",-68.8567694896,-32.8921339062,5,"Residencial Sur",2423808.92355,1,"alto"
3813,"Morera","05/09/2011 08:44","Alto (> 8 mts)",170,"Grande",-68.8306789724,-32.8698545148,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
10558,"Fresno europeo","22/03/2011 09:52","Bajo (2 - 4 mts)",40,"Mediano",-68.8550722898,-32.8756160657,6,"Residencial Norte",2694682.37982,0,"bajo"
41488,"Morera","07/04/2011 12:34","Medio (4 - 8 mts)",140,"Grande",-68.8422762342,-32.8808032983,1,"Parque Central",1655357.93265,1,"alto"
25943,"Morera","16/02/2011 17:18","Alto (> 8 mts)",98,"Grande",-68.8375856885,-32.9029196565,2,"Barrio Civico",2366816.36021,1,"medio"
8408,"Morera","16/02/2011 16:30","Medio (4 - 8 mts)",36,"Mediano",-68.8381669802,-32.9024972329,2,"Barrio Civico",2366816.36021,0,"bajo"
27802,"Pltano","03/11/2011 09:44","Alto (> 8 mts)",125,"Grande",-68.8351265286,-32.8950630781,3,"Parque O'Higgins",1531146.02653,0,"alto"
28105,"Morera","14/03/2011 16:39","Alto (> 8 mts)",96,"Grande",-68.8477103023,-32.8924157062,2,"Barrio Civico",2366816.36021,0,"medio"
36028,"Morera","18/03/2011 13:18","Alto (> 8 mts)",160,"Grande",-68.8560713848,-32.8750258479,6,"Residencial Norte",2694682.37982,0,"muy alto"
25305,"Morera","09/02/2011 13:48","Alto (> 8 mts)",110,"Grande",-68.8401454238,-32.9000785749,2,"Barrio Civico",2366816.36021,0,"medio"
5011,"Morera","21/07/2011 09:10","Medio (4 - 8 mts)",87,"Grande",-68.8409341889,-32.8630864632,4,"Cuarta Oeste",1173332.70145,0,"medio"
26900,"Fresno europeo","28/10/2011 16:54","Medio (4 - 8 mts)",62,"Grande",-68.8369203548,-32.8873201732,3,"Parque O'Higgins",1531146.02653,0,"medio"
27481,"Morera","28/10/2011 08:23","Alto (> 8 mts)",148,"Grande",-68.8381410535,-32.8928095377,3,"Parque O'Higgins",1531146.02653,1,"alto"
10479,"Fresno europeo","04/03/2011 08:57","Bajo (2 - 4 mts)",34,"Mediano",-68.8527583143,-32.8737657979,6,"Residencial Norte",2694682.37982,0,"bajo"
24856,"Morera","16/02/2011 12:47","Alto (> 8 mts)",150,"Grande",-68.8385757782,-32.8954458375,2,"Barrio Civico",2366816.36021,0,"alto"
38846,"Pltano","09/12/2010 11:11","Alto (> 8 mts)",220,"Grande",-68.8493312572,-32.8711974169,6,"Residencial Norte",2694682.37982,0,"muy alto"
9155,"Morera","28/02/2011 12:01","Muy bajo (1 - 2 mts)",5,"Chico",-68.8517975249,-32.8659112137,6,"Residencial Norte",2694682.37982,0,"bajo"
32581,"Paraiso","17/06/2011 10:14","Muy bajo (1 - 2 mts)",3,"Chico",-68.8530016431,-32.8896000195,5,"Residencial Sur",2423808.92355,0,"bajo"
11013,"Pltano","07/04/2011 15:36","Alto (> 8 mts)",74,"Grande",-68.8597593898,-32.8811222446,7,"Residencial Parque",1786336.08966,1,"medio"
20140,"Pltano","16/05/2011 10:44","Alto (> 8 mts)",98,"Grande",-68.8613051659,-32.8911990965,5,"Residencial Sur",2423808.92355,0,"medio"
34630,"Fresno europeo","31/03/2011 11:44","Alto (> 8 mts)",180,"Grande",-68.8492416055,-32.8768820383,6,"Residencial Norte",2694682.37982,0,"muy alto"
13097,"Morera","16/02/2011 13:32","Muy bajo (1 - 2 mts)",12,"Chico",-68.8463953954,-32.8654479925,4,"Cuarta Oeste",1173332.70145,0,"bajo"
19645,"Morera","13/07/2011 10:12","Alto (> 8 mts)",108,"Grande",-68.834281058,-32.8703995209,4,"Cuarta Oeste",1173332.70145,1,"medio"
14330,"Paraiso","01/12/2011 12:43","Bajo (2 - 4 mts)",26,"Mediano",-68.878047579,-32.8671198982,8,"Aeroparque",2203364.73622,0,"bajo"
33592,"Acacia SP","16/05/2011 10:33","Alto (> 8 mts)",85,"Grande",-68.8552017959,-32.8866608161,5,"Residencial Sur",2423808.92355,0,"medio"
47203,"Paraiso","20/09/2011 10:18","Medio (4 - 8 mts)",120,"Grande",-68.8349486653,-32.8740874101,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
40334,"Fresno europeo","08/04/2011 12:07","Bajo (2 - 4 mts)",20,"Chico",-68.8441960027,-32.8804657283,1,"Parque Central",1655357.93265,0,"bajo"
33521,"Pltano","16/06/2011 11:59","Alto (> 8 mts)",190,"Grande",-68.8547316334,-32.8890228717,5,"Residencial Sur",2423808.92355,0,"muy alto"
26770,"Morera","11/01/2012 08:37","Alto (> 8 mts)",150,"Grande",-68.8331413361,-32.8953329917,3,"Parque O'Higgins",1531146.02653,1,"alto"
42764,"Morera","30/09/2011 15:39","Medio (4 - 8 mts)",140,"Grande",-68.8308304272,-32.8786950613,4,"Cuarta Este Área Fundacional",1822015.85685,1,"alto"
2502,"Paraiso","20/10/2011 12:18","Alto (> 8 mts)",142,"Grande",-68.8368749269,-32.8882684384,3,"Parque O'Higgins",1531146.02653,0,"alto"
38332,"Morera","10/11/2010 09:41","Alto (> 8 mts)",180,"Grande",-68.8533366104,-32.8690452857,6,"Residencial Norte",2694682.37982,0,"muy alto"
42485,"Morera","30/09/2011 12:38","Alto (> 8 mts)",185,"Grande",-68.8308062749,-32.8759961709,4,"Cuarta Este Área Fundacional",1822015.85685,1,"muy alto"
9016,"Paraiso sombrilla","11/01/2011 11:41","Bajo (2 - 4 mts)",35,"Mediano",-68.8454068351,-32.8663368597,4,"Cuarta Oeste",1173332.70145,0,"bajo"
35172,"Fresno europeo","29/03/2011 12:54","Alto (> 8 mts)",115,"Grande",-68.8520892736,-32.8817518763,1,"Parque Central",1655357.93265,0,"alto"
44244,"Morera","13/10/2011 11:26","Alto (> 8 mts)",220,"Grande",-68.834025124,-32.8837801087,3,"Parque O'Higgins",1531146.02653,1,"muy alto"
37964,"Morera","27/08/2010 10:43","Medio (4 - 8 mts)",109,"Grande",-68.8479533291,-32.874207132,6,"Residencial Norte",2694682.37982,0,"medio"
46670,"Morera","02/09/2011 10:45","Alto (> 8 mts)",70,"Grande",-68.8312429381,-32.8707246479,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
37137,"Fresno europeo","01/04/2011 12:03","Medio (4 - 8 mts)",100,"Grande",-68.8580139208,-32.8771576721,7,"Residencial Parque",1786336.08966,0,"medio"
7642,"Fresno europeo","27/05/2011 13:13","Bajo (2 - 4 mts)",26,"Mediano",-68.8554836615,-32.8838302256,5,"Residencial Sur",2423808.92355,0,"bajo"
8152,"Pltano","02/03/2011 13:20","Alto (> 8 mts)",180,"Grande",-68.8459018407,-32.8916478403,2,"Barrio Civico",2366816.36021,0,"muy alto"
2856,"Acacia SP","07/11/2011 08:31","Alto (> 8 mts)",158,"Grande",-68.834655509,-32.8934424235,3,"Parque O'Higgins",1531146.02653,0,"muy alto"
20006,"Pltano","11/08/2011 10:15","Alto (> 8 mts)",155,"Grande",-68.833898582,-32.8665719654,4,"Cuarta Oeste",1173332.70145,0,"alto"
46766,"Morera","05/09/2011 10:46","Alto (> 8 mts)",249,"Grande",-68.8336135317,-32.8704814806,4,"Cuarta Oeste",1173332.70145,0,"muy alto"
15424,"Paraiso","17/11/2011 13:11","Bajo (2 - 4 mts)",65,"Grande",-68.8585750985,-32.8715032173,6,"Residencial Norte",2694682.37982,0,"medio"
15727,"Acacia SP","08/08/2011 10:15","Bajo (2 - 4 mts)",15,"Chico",-68.8731624313,-32.8795800299,7,"Residencial Parque",1786336.08966,0,"bajo"
3191,"Paraiso","21/09/2011 11:29","Medio (4 - 8 mts)",223,"Grande",-68.8290180038,-32.8753948697,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
2269,"Fresno americano","27/10/2011 09:40","Muy bajo (1 - 2 mts)",18,"Chico",-68.8371709766,-32.8911830847,3,"Parque O'Higgins",1531146.02653,0,"bajo"
28135,"Pltano","14/03/2011 15:59","Alto (> 8 mts)",152,"Grande",-68.8473804393,-32.8915216495,2,"Barrio Civico",2366816.36021,0,"alto"
698,"Morera","09/08/2011 09:44","Alto (> 8 mts)",102,"Grande",-68.8341549765,-32.8654925927,4,"Cuarta Oeste",1173332.70145,0,"medio"
21849,"Liquidambar","07/06/2011 09:58","Medio (4 - 8 mts)",48,"Mediano",-68.8574467431,-32.8961665028,5,"Residencial Sur",2423808.92355,0,"bajo"
42732,"Pltano","26/09/2011 11:09","Alto (> 8 mts)",250,"Grande",-68.8278659801,-32.8771254072,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
34189,"Morera","03/03/2011 10:53","Medio (4 - 8 mts)",124,"Grande",-68.8533464829,-32.8734655313,6,"Residencial Norte",2694682.37982,0,"alto"
21302,"Fresno europeo","15/06/2011 09:10","Muy bajo (1 - 2 mts)",1,"Chico",-68.853798502,-32.8981124671,5,"Residencial Sur",2423808.92355,0,"bajo"
3697,"Fresno americano","31/08/2011 11:49","Bajo (2 - 4 mts)",35,"Mediano",-68.8244515351,-32.8696156832,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
34062,"Morera","30/05/2011 09:42","Medio (4 - 8 mts)",110,"Grande",-68.8562650427,-32.8846032986,5,"Residencial Sur",2423808.92355,1,"medio"
498,"Morera","07/03/2012 09:38","Alto (> 8 mts)",180,"Grande",-68.8219345286,-32.8678984343,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
9669,"Fresno europeo","26/01/2011 08:25","Medio (4 - 8 mts)",70,"Grande",-68.8487347882,-32.8636061674,6,"Residencial Norte",2694682.37982,0,"medio"
13757,"Fresno europeo","27/01/2011 13:26","Alto (> 8 mts)",160,"Grande",-68.849736547,-32.8643139368,6,"Residencial Norte",2694682.37982,0,"muy alto"
20599,"Acacia SP","30/05/2011 10:27","Alto (> 8 mts)",120,"Grande",-68.8621176941,-32.8970184283,5,"Residencial Sur",2423808.92355,0,"alto"
36574,"Morera","09/06/2011 09:54","Alto (> 8 mts)",160,"Grande",-68.858012043,-32.88296941,7,"Residencial Parque",1786336.08966,0,"muy alto"
40384,"Olmo comun","08/04/2011 12:58","Alto (> 8 mts)",73,"Grande",-68.8440418735,-32.8816584984,1,"Parque Central",1655357.93265,0,"medio"
15926,"Morera","24/11/2011 12:09","Medio (4 - 8 mts)",66,"Grande",-68.8733952472,-32.8771082283,7,"Residencial Parque",1786336.08966,0,"medio"
18201,"Morera","22/07/2011 09:10","Alto (> 8 mts)",143,"Grande",-68.8403846867,-32.8690490352,4,"Cuarta Oeste",1173332.70145,0,"alto"
2612,"Pltano","27/10/2011 16:37","Medio (4 - 8 mts)",44,"Mediano",-68.8296559348,-32.880715974,3,"Parque O'Higgins",1531146.02653,0,"bajo"
39216,"Morera","26/11/2010 09:51","Alto (> 8 mts)",80,"Grande",-68.8552004059,-32.8727281215,6,"Residencial Norte",2694682.37982,1,"medio"
451,"Morera","05/03/2012 18:21","Medio (4 - 8 mts)",140,"Grande",-68.8187626756,-32.8676594587,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
35830,"Fresno europeo","03/03/2011 13:09","Medio (4 - 8 mts)",85,"Grande",-68.8543564657,-32.873395207,6,"Residencial Norte",2694682.37982,0,"medio"
41332,"Pltano","19/04/2011 11:29","Alto (> 8 mts)",128,"Grande",-68.8402801872,-32.8834707672,1,"Parque Central",1655357.93265,0,"alto"
595,"Morera","08/03/2012 09:29","Alto (> 8 mts)",110,"Grande",-68.8199274921,-32.8679645419,4,"Cuarta Este Área Fundacional",1822015.85685,1,"medio"
22899,"Fresno europeo","19/05/2011 16:13","Alto (> 8 mts)",88,"Grande",-68.8541338704,-32.8996300431,5,"Residencial Sur",2423808.92355,0,"medio"
26165,"Caducifolio","14/11/2011 17:23","Bajo (2 - 4 mts)",150,"Grande",-68.8298543631,-32.8867547765,3,"Parque O'Higgins",1531146.02653,0,"alto"
18747,"Morera","12/07/2011 10:10","Alto (> 8 mts)",100,"Grande",-68.8371137037,-32.8732282289,4,"Cuarta Oeste",1173332.70145,1,"medio"
39872,"Morera","03/05/2011 12:57","Alto (> 8 mts)",80,"Grande",-68.8444472215,-32.8745111157,1,"Parque Central",1655357.93265,0,"medio"
24324,"Fresno europeo","26/01/2011 13:31","Alto (> 8 mts)",118,"Grande",-68.8440113956,-32.9020659509,2,"Barrio Civico",2366816.36021,0,"alto"
22855,"Morera","10/05/2011 10:42","Medio (4 - 8 mts)",28,"Mediano",-68.8570598921,-32.9011891986,5,"Residencial Sur",2423808.92355,0,"bajo"
44908,"Morera","23/08/2011 13:27","Alto (> 8 mts)",180,"Grande",-68.8254513726,-32.8676670809,4,"Cuarta Este Área Fundacional",1822015.85685,0,"muy alto"
29036,"Pltano","20/04/2011 10:07","Alto (> 8 mts)",190,"Grande",-68.8441129469,-32.8874420118,1,"Parque Central",1655357.93265,0,"muy alto"
15519,"Aguaribay","21/11/2011 13:08","Bajo (2 - 4 mts)",36,"Mediano",-68.8605271774,-32.8715144224,7,"Residencial Parque",1786336.08966,0,"bajo"
7915,"Conifera","13/06/2011 15:14","Alto (> 8 mts)",126,"Grande",-68.8590632736,-32.8884926426,5,"Residencial Sur",2423808.92355,0,"alto"
22478,"Paraiso","23/06/2011 12:19","Alto (> 8 mts)",160,"Grande",-68.8622538675,-32.8989780424,5,"Residencial Sur",2423808.92355,0,"muy alto"
36780,"Liquidambar","21/03/2011 17:11","Medio (4 - 8 mts)",16,"Chico",-68.8579120005,-32.8811754396,7,"Residencial Parque",1786336.08966,0,"bajo"
41036,"Morera","12/04/2011 10:18","Alto (> 8 mts)",170,"Grande",-68.8399468232,-32.8808510548,1,"Parque Central",1655357.93265,0,"muy alto"
45250,"Fresno europeo","29/09/2011 11:21","Bajo (2 - 4 mts)",118,"Grande",-68.8231418407,-32.8728304229,4,"Cuarta Este Área Fundacional",1822015.85685,0,"alto"
19224,"Morera","05/07/2011 12:36","Alto (> 8 mts)",180,"Grande",-68.8393844077,-32.8722332604,4,"Cuarta Oeste",1173332.70145,0,"muy alto"
25327,"Morera","09/02/2011 10:40","Alto (> 8 mts)",168,"Grande",-68.8398783944,-32.89938294,2,"Barrio Civico",2366816.36021,0,"muy alto"
18695,"Morera","04/07/2011 11:23","Alto (> 8 mts)",155,"Grande",-68.8354284425,-32.8736803865,4,"Cuarta Oeste",1173332.70145,0,"alto"
46304,"Morera","28/09/2011 08:28","Bajo (2 - 4 mts)",16,"Chico",-68.8239062336,-32.873468134,4,"Cuarta Este Área Fundacional",1822015.85685,0,"bajo"
19768,"Morera","11/08/2011 09:45","Alto (> 8 mts)",180,"Grande",-68.8351061778,-32.869175279,4,"Cuarta Oeste",1173332.70145,0,"muy alto"
28409,"Morera","28/02/2011 12:46","Alto (> 8 mts)",150,"Grande",-68.8469311873,-32.8903401434,2,"Barrio Civico",2366816.36021,0,"alto"
4497,"Morera","01/08/2011 10:04","Alto (> 8 mts)",87,"Grande",-68.8398557282,-32.8679543783,4,"Cuarta Oeste",1173332.70145,0,"medio"
30862,"Morera","15/02/2011 12:27","Alto (> 8 mts)",95,"Grande",-68.8552931256,-32.8661361616,6,"Residencial Norte",2694682.37982,0,"medio"
18756,"Morera","06/07/2011 12:07","Medio (4 - 8 mts)",64,"Grande",-68.8370995276,-32.8726719338,4,"Cuarta Oeste",1173332.70145,0,"medio"
32299,"Paraiso","29/06/2011 09:39","Alto (> 8 mts)",140,"Grande",-68.8526186285,-32.8912041289,5,"Residencial Sur",2423808.92355,0,"alto"
5238,"Pltano","05/05/2011 12:28","Muy bajo (1 - 2 mts)",5,"Chico",-68.8418458312,-32.8741285751,1,"Parque Central",1655357.93265,0,"bajo"
14547,"Morera","05/12/2011 12:40","Bajo (2 - 4 mts)",34,"Mediano",-68.8794269044,-32.8674381379,8,"Aeroparque",2203364.73622,0,"bajo"
39749,"Pltano","26/10/2010 10:25","Alto (> 8 mts)",180,"Grande",-68.8461616116,-32.8790772476,1,"Parque Central",1655357.93265,0,"muy alto"
6528,"Morera","08/06/2011 12:01","Alto (> 8 mts)",125,"Grande",-68.8545766187,-32.8919403223,5,"Residencial Sur",2423808.92355,0,"alto"
18210,"Perenne","05/08/2011 12:11","Medio (4 - 8 mts)",73,"Grande",-68.8389323296,-32.868267749,4,"Cuarta Oeste",1173332.70145,0,"medio"
34535,"Morera","30/03/2011 10:15","Medio (4 - 8 mts)",120,"Grande",-68.8491960525,-32.8762022308,6,"Residencial Norte",2694682.37982,0,"alto"
33778,"Fresno europeo","11/05/2011 12:54","Medio (4 - 8 mts)",130,"Grande",-68.8568104094,-32.8861145295,5,"Residencial Sur",2423808.92355,1,"alto"
31675,"Morera","14/06/2011 10:19","Medio (4 - 8 mts)",54,"Mediano",-68.8589192662,-32.8885929729,5,"Residencial Sur",2423808.92355,0,"bajo"
22275,"Fresno europeo","14/06/2011 09:09","Medio (4 - 8 mts)",52,"Mediano",-68.8565853355,-32.8981554735,5,"Residencial Sur",2423808.92355,0,"bajo"
17058,"Morera","16/08/2011 09:43","Medio (4 - 8 mts)",93,"Grande",-68.8369095992,-32.8644751734,4,"Cuarta Oeste",1173332.70145,1,"medio"
42631,"Fresno europeo","26/09/2011 09:11","Alto (> 8 mts)",133,"Grande",-68.8283445884,-32.87552051,4,"Cuarta Este Área Fundacional",1822015.85685,1,"alto"
